Demand_Time	Vehicle_Type	产生地	目的地	SOC
16.411877	W	150	175	0.30
21.265864	W	210	180	0.15
17.426826	W	1	155	0.19
19.157934	W	109	11	0.14
21.126811	W	211	167	0.18
16.057277	P	102	49	0.30
20.638892	W	66	43	0.11
18.390777	W	3	70	0.17
13.039253	W	124	36	0.24
20.267863	W	150	14	0.14
15.713047	W	101	5	0.22
14.116719	W	10	85	0.11
20.515817	W	12	155	0.26
18.646938	P	53	189	0.27
17.773302	W	17	151	0.17
15.553126	W	97	79	0.14
19.077903	W	110	146	0.24
17.892400	W	205	192	0.13
20.947696	W	213	23	0.18
15.098737	P	131	33	0.20
16.456735	W	64	155	0.21
17.540745	W	139	58	0.19
18.298316	W	21	25	0.14
19.326564	W	197	92	0.23
17.190523	W	198	77	0.20
19.518575	W	141	146	0.18
20.391054	W	76	11	0.29
17.616911	W	59	62	0.26
18.801461	W	92	187	0.16
14.805137	W	211	165	0.18
13.331423	W	80	129	0.27
18.803420	W	113	193	0.19
18.040965	W	89	33	0.18
20.166177	P	44	49	0.11
19.122516	W	29	122	0.16
22.140186	W	129	109	0.20
14.725840	W	147	27	0.25
18.836039	W	182	48	0.25
19.164743	W	4	56	0.26
21.623478	W	79	173	0.27
15.581333	W	135	79	0.28
17.259768	W	59	89	0.21
16.599519	W	37	150	0.10
18.922863	W	131	73	0.28
18.771818	W	125	157	0.25
18.896733	W	105	172	0.21
15.883154	W	48	23	0.30
14.409963	W	7	28	0.10
21.903875	W	76	191	0.16
11.422557	W	145	157	0.23
20.640785	P	65	3	0.10
22.731365	W	66	77	0.21
18.362718	W	95	120	0.16
20.916062	W	123	25	0.17
16.710930	W	89	34	0.13
17.661394	W	148	87	0.24
21.957395	P	17	194	0.15
18.467752	W	9	132	0.24
17.833844	W	54	173	0.16
18.553339	W	6	2	0.25
16.614613	W	46	194	0.10
21.749476	W	86	66	0.27
19.623742	W	196	108	0.18
20.836161	W	20	23	0.20
20.030811	W	136	169	0.28
18.599995	W	9	70	0.19
20.987752	W	185	164	0.30
20.259286	W	98	40	0.24
14.470390	W	22	188	0.12
14.745328	W	147	122	0.21
15.502075	W	96	46	0.21
16.404326	W	40	192	0.10
17.284455	W	155	72	0.16
17.920715	W	179	87	0.22
18.547960	W	120	105	0.21
19.864174	W	131	154	0.10
18.818616	W	126	148	0.17
20.541997	W	182	160	0.28
20.148464	W	82	24	0.22
19.331828	W	176	194	0.28
18.719845	P	66	31	0.15
18.300221	W	149	34	0.23
18.474914	W	128	181	0.14
17.374962	W	32	158	0.23
16.441101	W	154	88	0.25
17.504130	W	112	73	0.28
14.214079	W	88	97	0.17
19.109861	W	135	74	0.19
15.507907	W	88	184	0.26
17.604124	W	87	42	0.13
20.141973	W	172	33	0.26
18.720695	W	205	59	0.10
19.103265	W	116	204	0.13
19.650459	W	7	116	0.27
13.845949	W	164	201	0.10
17.271553	W	51	157	0.20
19.976293	W	192	207	0.13
21.074759	W	162	22	0.29
15.583246	W	113	177	0.13
17.696199	W	118	46	0.17
16.692401	W	191	167	0.10
21.032364	W	107	144	0.30
21.513124	W	137	168	0.27
19.103551	W	127	108	0.16
17.008139	P	73	18	0.10
19.586196	W	86	121	0.20
15.061537	W	168	179	0.26
21.649154	W	67	138	0.25
17.522821	W	147	44	0.14
18.016184	W	60	189	0.25
18.960529	P	13	201	0.21
19.206079	P	189	40	0.14
16.711288	W	95	141	0.27
19.435919	W	26	56	0.20
16.250193	W	168	26	0.20
20.747002	W	101	56	0.10
15.778618	W	14	38	0.20
19.253876	W	15	77	0.21
19.089450	W	108	72	0.22
15.392601	W	66	141	0.16
20.461470	W	24	64	0.18
18.157460	W	110	68	0.27
18.593037	W	192	175	0.18
22.053916	W	29	122	0.21
20.385283	W	153	78	0.26
16.861959	W	37	108	0.30
17.777644	W	112	5	0.16
19.654498	W	194	67	0.14
17.306278	W	155	90	0.17
16.564294	W	14	178	0.22
19.982106	W	145	62	0.15
19.411450	W	156	116	0.30
17.176774	W	21	103	0.20
17.543455	W	136	108	0.19
18.205142	W	170	76	0.17
21.212544	W	60	74	0.28
19.898266	W	23	169	0.29
15.587985	W	176	44	0.18
18.607429	W	7	21	0.13
17.640135	W	142	203	0.22
16.115438	W	131	149	0.12
21.569514	W	81	156	0.12
20.381053	W	185	146	0.30
16.432992	W	18	36	0.13
15.371428	W	200	45	0.15
19.268162	W	72	18	0.17
20.055743	P	8	163	0.16
18.269614	W	42	152	0.16
19.799581	W	93	163	0.17
17.136952	W	46	146	0.30
21.596731	W	45	110	0.27
16.721347	W	195	105	0.22
18.580397	W	121	81	0.10
15.604691	W	186	10	0.16
15.711326	W	128	194	0.19
21.186712	W	54	201	0.24
17.519887	W	140	52	0.15
23.069310	W	69	1	0.10
18.014905	W	165	72	0.18
16.867011	W	58	105	0.19
21.621144	W	32	188	0.18
15.767554	W	161	65	0.21
18.306131	W	200	124	0.20
14.422273	W	179	57	0.29
17.594456	W	57	116	0.18
18.887904	P	28	30	0.22
15.523990	W	52	190	0.27
19.518016	W	43	147	0.17
15.185361	W	215	61	0.17
17.191055	W	9	95	0.25
19.415930	W	170	177	0.18
19.337122	W	123	96	0.27
17.918648	W	156	103	0.10
17.497788	W	62	67	0.30
17.790645	W	8	117	0.29
23.903765	P	119	194	0.19
15.977415	W	118	155	0.16
18.002246	W	184	109	0.20
20.041677	W	122	55	0.16
15.689179	W	136	51	0.15
15.236491	W	58	178	0.13
19.128912	W	3	205	0.13
17.337325	W	131	79	0.30
14.392499	W	75	43	0.29
17.828202	W	196	161	0.24
18.894214	W	147	87	0.13
17.386389	W	74	93	0.24
19.500503	W	93	41	0.22
14.752888	W	133	211	0.21
19.532677	W	6	192	0.25
21.517328	W	185	127	0.18
23.026845	W	139	54	0.26
20.480358	P	36	197	0.10
22.305615	W	69	43	0.25
16.677410	W	65	150	0.12
15.418888	W	118	84	0.27
18.780870	W	49	145	0.29
16.581036	W	140	152	0.22
18.431111	W	128	184	0.27
15.401587	W	92	211	0.24
19.219597	W	125	63	0.30
19.716744	W	71	43	0.18
19.708304	W	215	32	0.12
21.071337	W	160	166	0.13
18.530713	W	192	56	0.29
16.786197	W	107	177	0.14
14.147147	W	176	66	0.19
17.446044	W	161	62	0.28
12.913017	W	204	165	0.30
15.808784	P	17	131	0.24
21.091658	W	213	130	0.30
18.567708	W	11	101	0.30
21.051550	W	176	6	0.11
15.753639	W	102	181	0.10
18.040992	W	44	128	0.21
22.718204	W	114	136	0.23
14.406848	W	26	31	0.22
15.076836	W	142	143	0.19
18.829664	W	127	196	0.11
18.490994	W	70	83	0.15
18.411346	W	157	80	0.20
19.617425	W	183	3	0.21
20.086929	W	126	141	0.17
18.428282	W	192	142	0.15
17.973286	W	140	104	0.20
20.237307	W	116	173	0.10
15.121570	W	29	102	0.21
22.263138	P	156	3	0.14
20.929194	W	85	84	0.14
21.634418	W	17	147	0.17
19.512886	W	117	110	0.22
14.346820	W	21	36	0.26
20.233005	W	2	95	0.10
15.614982	W	61	51	0.12
17.460440	W	210	191	0.13
17.954467	W	184	139	0.20
17.493797	P	68	28	0.29
19.144440	W	81	59	0.25
15.017746	W	4	211	0.27
15.340788	W	99	200	0.12
